[0.9748961329460144],[0.833903431892395],[0.9283303022384644],[0.977659285068512],[0.8744739294052124],[0.8397925496101379],[0.0216166153550148],[0.9676733016967773],[0.9799184799194336],[0.0926889181137085],[0.01083412580192089],[0.48873257637023926],[0.5507640838623047],[0.0993558019399643],[0.4334481954574585],[0.017759082838892937],[0.021496141329407692],[0.007835933938622475],[0.15561437606811523],[0.021180199459195137],[0.010056227445602417],[0.8032816052436829],[0.8635859489440918],[0.14433389902114868]
0.97489613,0.83390343,0.9283303,0.9776593,0.8744739,0.83979255,0.021616615,0.9676733,0.9799185,0.09268892,0.010834126,0.48873258,0.5507641,0.0993558,0.4334482,0.017759083,0.021496141,0.007835934,0.15561438,0.0211802,0.010056227,0.8032816,0.86358595,0.1443339
