[0.19882835447788239],[0.9028400182723999],[0.9672046899795532],[0.7408969402313232],[0.9415892362594604],[0.3672449588775635],[0.9648299813270569],[0.9230018258094788],[0.05288347974419594],[0.9522114992141724],[0.025173628702759743],[0.07866561412811279],[0.8752171397209167],[0.05025957152247429],[0.03607895225286484],[0.09394771605730057],[0.0445793941617012],[0.011960574425756931],[0.0338427796959877],[0.5182713270187378],[0.01023728959262371],[0.040141377598047256],[0.12831918895244598],[0.376213937997818],[0.20950134098529816]
0.19882835,0.90284,0.9672047,0.74089694,0.94158924,0.36724496,0.96483,0.9230018,0.05288348,0.9522115,0.025173629,0.078665614,0.87521714,0.05025957,0.036078952,0.093947716,0.044579394,0.011960574,0.03384278,0.5182713,0.01023729,0.040141378,0.12831919,0.37621394,0.20950134
