gene_symbol,BRD-K87070823,BRD-K41524689,BRD-K56187579,BRD-K24640516,BRD-K01516250,BRD-K53581917,BRD-K53073808,BRD-K89604161,BRD-K68432770,BRD-K06057707,BRD-A60363637,BRD-K11433652,BRD-K57602059,BRD-A55748233,BRD-K98494274,BRD-K41494493,BRD-K27263856,BRD-K18755762,BRD-K83142120,BRD-K18528236,BRD-K36452089,BRD-K44889349,BRD-K02404261,BRD-K49023266,BRD-K24169676,BRD-K74225533,BRD-A21197264,BRD-K77637365,BRD-K74740347,BRD-K02442533,BRD-K05792988,BRD-K44196287,BRD-K88785477,BRD-K36008333,BRD-A04553218,BRD-K97746869,BRD-M07056525,BRD-K23913458,BRD-K44284819,BRD-K32646222,BRD-K76289201,BRD-K89273686,BRD-K31874833,BRD-K28174705,BRD-K80943264,BRD-K69945243,BRD-K52413425,BRD-K13664374,BRD-K61283921,BRD-K02971764,BRD-K40978828,BRD-K01473791,BRD-K45330754,BRD-A29800834,BRD-K61844951,BRD-K46893829,BRD-K35424448,BRD-K66090100,BRD-K74974393,BRD-K78578876,BRD-K21848683,BRD-K42978307,BRD-K47278471,BRD-K06719830,BRD-K91544592,BRD-A44008656,BRD-A63289646,BRD-A85777636,BRD-A58013617,BRD-K14984983,BRD-K52150534,BRD-K56709273,BRD-A89471977,BRD-K32977963,BRD-K65278478,BRD-K38544018,BRD-K78260339,BRD-K38101625,BRD-K99792991,BRD-K30114692,BRD-K99946902,BRD-K01023961,BRD-K07080595,BRD-K13078532,BRD-K66808046,BRD-K98162554,BRD-K87202646,BRD-K32052120,BRD-A68045637,BRD-K20986251,BRD-K60655503,BRD-K66195174,BRD-K49262771,BRD-K41708769,BRD-K21140981,BRD-K14888712,BRD-K91410384,BRD-M23906834,BRD-K52020312,BRD-K76618906,BRD-K76979852,BRD-K02093472,BRD-K61230716,BRD-K22685337,BRD-K57342930,BRD-K41794177,BRD-K06927120,BRD-K56106004,BRD-K88965984,BRD-K72839221,BRD-K85859564,BRD-K24610782,BRD-K91960538,BRD-K39988237,BRD-K87388562,BRD-K53086208,BRD-K89615690,BRD-K00423995,BRD-K40144941,BRD-A56621826,BRD-K50711164,BRD-K11399644,BRD-K24205095,BRD-K76549667,BRD-K35458079,BRD-K76882095,BRD-K12306437,BRD-K73340860,BRD-K37884199,BRD-K48920366,BRD-K73381542,BRD-K90486084,BRD-K09840196,BRD-K88925363,BRD-K76452401,BRD-A59158939,BRD-A46335897,BRD-K80400967,BRD-K28667793,BRD-K88429204,BRD-K53997799,BRD-K14920963,BRD-K74190368,BRD-K92276921,BRD-K08316444,BRD-K42682219,BRD-A92561457,BRD-K55892330,BRD-K44817169,BRD-K50859149,BRD-K45689979,BRD-K90697689,BRD-A34788695,BRD-K32744045,BRD-K33314491,BRD-M47397275,BRD-K29254801,BRD-K97799481,BRD-K77695569,BRD-K67940053,BRD-K22552152,BRD-K54288638,BRD-K32164935,BRD-K85119730,BRD-K26954478,BRD-K85341153,BRD-K92860374,BRD-K89246364,BRD-K93660103,BRD-K83776863,BRD-K88052444,BRD-K80829348,BRD-K81073239,BRD-K86712468,BRD-K39697273,BRD-K89937207,BRD-K94220674,BRD-K94080537,BRD-K32587671,BRD-K40654626,BRD-K47119147,BRD-A23637604,BRD-K88128248,BRD-K26875402,BRD-K31899031,BRD-K39893946,BRD-K58685305,BRD-K61394468,BRD-K01711699,BRD-K84386925,BRD-K63993117,BRD-K71785123,BRD-K30726764,BRD-K61662880,BRD-K78497100,BRD-A31009033,BRD-K47763898,BRD-K52960356,BRD-K21893543,BRD-K79928346,BRD-K09668667,BRD-K49080168,BRD-K34359596,BRD-K84077021,BRD-K32137326,BRD-K87075995,BRD-K41567533,BRD-K13533483,BRD-K51799616,BRD-K34338046,BRD-K60567437,BRD-K94763113,BRD-K48347003,BRD-K16730781,BRD-K67217586,BRD-K95948192,BRD-A55236942,BRD-A01976766,BRD-K59456551,BRD-K95017486,BRD-K78679331,BRD-K65508953,BRD-A38994631,BRD-K61331723,BRD-K30402907,BRD-K63716333,BRD-K41035967,BRD-K00074324,BRD-K32595626,BRD-K22300345,BRD-K70333305,BRD-K38289776,BRD-K00069709,BRD-K78662443,BRD-K47323024,BRD-K47904921,BRD-K64035186,BRD-K75231166,BRD-K17374926,BRD-K43966364,BRD-K88135829,BRD-K06421846,BRD-K86784749,BRD-K12087429
BLCAP,-0.36890957,-0.47574243,-0.68772334,-0.4281732,0.068220586,0.10721616,-0.45645,8.103945,-0.38575,1.7249148,0.022550046,-3.9845119,-3.995736,-0.24616244,-0.598,-1.48535,0.48745,0.5575985,-0.33207822,-1.4307,0.721831,0.32137883,-0.29256386,-0.2805,0.05169428,1.508379,-0.32219005,0.46864665,-0.40853786,-0.27082157,0.4022466,-3.18965,0.41564295,0.90135926,-0.3205743,-0.09295073,-0.46577144,0.6740073,-1.6652303,1.0359398,-0.63340247,-0.34728175,0.24168625,0.6788996,0.089324586,-1.9315,1.436,-0.70965,-0.18879999,2.1288,-0.464,0.29623967,-2.2418995,-0.2658,-0.24715,-0.9475502,-0.5935537,5.964349,-0.46475002,-3.6430998,-1.3439834,0.331313,0.2840068,0.59795,0.16846547,-0.48615,-7.265765,-0.47601154,-0.45895004,-0.31977445,-1.3973112,-0.28949696,0.32194528,-0.037854217,0.08020002,0.1411626,-0.3851198,-2.9091883,-6.603847,0.020153016,-1.1853338,0.18295625,0.2765292,-0.12724644,0.33762106,-1.2250276,-0.15635,0.43152952,-6.1315002,-0.79199994,-0.4393,0.14174867,-0.15404925,4.51315,-4.0446,9.778087,1.1246566,-4.2847495,0.25896308,1.7564201,-0.4606365,-1.136147,-1.4058106,-1.61905,0.57565,-1.2508764,-0.33593878,0.021916494,0.3984471,0.15866108,0.053084105,-0.2547,1.6280396,1.0379375,-0.28338966,-1.0194445,-0.23322135,0.18734999,1.9730377,-0.3689006,-1.0800997,-2.5923715,-0.5178842,-8.0946,1.4309001,0.29696247,-0.8633956,0.59350616,2.0990195,9.305317,-0.29424092,-0.8261587,0.5185,0.67661047,-0.04270397,-0.2292271,0.7549999,1.705016,0.076300025,-0.38822454,-0.2501945,0.0920599,-0.94675,-5.197349,-7.7393613,0.046049997,-0.40894297,2.076191,-0.39635,-0.9563,-3.1560357,-0.26417017,0.6116,2.95198,-0.28717518,-0.1724,-2.0314882,-4.5567565,-0.57935,-1.1543286,-10.0,-0.324,-0.12756684,-0.13672969,-0.4886526,1.5954535,1.4018723,-1.17755,0.023699999,1.3849,-0.16923638,-1.4771365,-0.72999996,0.17982426,1.0189228,0.55787027,-0.22442737,0.47115,0.2321715,-0.4498919,-1.9484951,3.1130705,-0.12954722,0.95169985,-0.18895,-0.1555609,-2.4319453,0.9777374,-0.8590354,0.7903936,0.82155,3.6173,-0.24784999,-0.39612174,-2.1832817,-0.18025595,-0.13427626,0.67630094,-0.4143273,-0.9356064,10.0,-0.04958144,-0.42270383,0.7940056,0.85126686,-0.041199982,-1.0993222,-0.30997586,-4.269773,-1.966213,0.04912234,-0.19284362,2.6251848,-1.5741526,-0.3055275,-0.848899,1.2265035,-1.68285,-0.22365,1.0448744,0.0030088648,-0.47777766,-1.5803638,0.09765342,0.27093208,0.7838991,1.2759037,-0.29547212,-0.11246682,-1.0786074,-1.0027621,0.43366987,-0.057783134,-0.5435401,-0.23814999,0.56365,-1.0622001,-0.9449561,0.29112828,0.3001545,-2.7265823,-0.66247046,0.26650923,1.3762686
COG4,0.5274993,-1.0610323,-0.7784531,0.34453735,-0.25837374,1.409872,-0.05184996,0.04517191,-1.3713499,1.0598974,0.028349996,-3.15352,-1.5091003,0.46244448,-0.31780002,-2.69775,-0.003099978,0.12816834,0.20701784,0.16815001,-2.813828,0.21171476,-1.4826045,-0.7203,-0.1839413,1.8802726,-0.2699654,-1.4157352,-0.41256824,-0.35122523,-0.21163948,-4.1207004,-0.5909603,-0.059454016,-0.13733014,0.3688581,-0.533267,0.98769295,0.93252593,1.2705846,-1.3030047,-4.641749,-0.6050154,0.17705943,-0.6554542,-4.54495,1.5030501,-0.86445,1.6872499,2.58465,1.11035,-0.42210433,-1.7252296,0.08285001,0.76035,-0.43197438,0.02671421,-2.2256255,-0.141,-0.47860003,-1.0670984,0.33766967,-0.47345337,0.1117,0.068343736,0.29445,-4.2847147,0.16944343,-5.7431,0.52785337,-0.84650993,-0.13815683,0.22812063,0.6744468,0.45319998,0.2272425,-0.32903987,-1.4504974,-3.9279041,0.2424577,-2.3226693,-0.06726161,0.28693384,0.03670557,-0.4693442,-0.8167101,0.86535,-2.4451418,-2.37755,-1.0589,-0.50865,-0.6568886,0.33378276,0.5082,-4.85125,-0.38552916,-0.8746249,-1.8120978,0.12052129,-0.48876032,-0.38530576,-0.6998513,0.15769848,-1.51375,0.5996,0.36564222,-0.03166637,0.08473634,-0.5377892,-0.8190206,-0.1510985,-0.07315,0.51006263,-1.9829895,-0.12683791,-0.33189103,0.17344761,-0.03514999,-0.20641132,0.44009453,0.2218343,-1.7863607,0.4417522,-1.2813,1.3238001,-0.043020964,0.19185658,0.30741602,1.1727694,1.3334248,0.6058761,-0.37016773,0.0165,1.2609768,-2.0733283,0.9001467,-1.1910155,0.34912732,0.30705,-2.422865,-0.09096898,0.87356746,0.042049997,-3.7671075,-5.2000585,0.0061500072,0.0424392,1.106807,-1.1222,-0.13524999,-2.9629657,-0.22428897,-0.45335,-1.4044224,-0.3025627,-2.40025,-2.7515059,-3.2277405,0.16750002,0.7649524,-3.7595804,-0.7012,0.27294743,-3.8920712,1.7572036,-0.017678559,0.5441354,-1.05035,-0.6928,0.15875001,-0.5079439,-0.33411562,-0.786,0.07133229,0.39912617,2.2041678,0.5067444,0.9914,0.12759629,0.14896749,0.21362609,0.19244313,-0.024807632,0.5289063,-0.3958,-0.033017933,-3.013385,-1.2239537,-0.85047346,-0.0076528266,0.33015,3.4499002,-0.0403,-0.59360766,-0.0057296418,0.08409485,-0.65998286,-0.69884896,0.4819797,1.0087692,1.7142999,-3.1019866,-0.457957,-0.5346725,0.2916778,-0.36615,-0.95421845,-2.4895544,-2.9003391,-0.7393793,-3.272696,-1.1183864,0.8733869,0.33604142,-2.8644147,0.5003667,-0.7519984,-4.1097,-2.4201498,-0.07889002,-0.85375977,0.29672736,0.051811725,0.6403147,0.59822357,-0.06484352,-0.048003532,0.18424591,-0.05576873,-0.060896963,-0.5952134,-0.60366064,-0.92600733,-0.25393933,-0.147,-2.04155,-0.43234998,-0.16543767,1.4763498,-0.8237169,-5.061494,-0.21989499,0.18496059,-2.557447
ARHGAP1,-0.9229847,-1.1646366,-0.5164749,-0.16456386,0.55592006,-0.37157118,1.70835,1.2738221,-0.18405,-0.15405844,-0.5806999,-2.3251507,-0.10754712,0.26071623,1.0871,-0.23795009,-0.98475,-0.6754511,0.67844296,-0.30435002,-0.32130277,-0.20912379,-1.2073965,0.079799995,-0.040499344,-0.95586103,0.24868941,-1.4208126,1.5974927,-0.10219869,-0.14557543,0.75665,-0.28079003,-0.25224337,0.21196933,-0.35178486,0.58062124,-0.25514337,1.1268528,-0.46259636,1.169042,-4.7881355,0.6956193,0.26306665,0.8574075,0.3716,-3.2151499,0.81245,0.6899,-0.83994997,0.26520002,-0.42367023,-1.1431632,0.022650003,0.09760001,-0.35591426,-0.570296,1.3724593,-1.09605,0.72555,-0.5818487,2.2081509,-0.040515214,1.0573499,-1.21023,0.2168,-3.1923046,0.0007809885,-0.70309997,0.20098624,0.12023203,0.38733137,-1.0586241,-0.7473109,0.6954,0.65613395,-0.8332293,-0.43776962,-1.6022232,-0.093316644,-1.4920435,-0.13491248,-0.14978082,0.36072463,-1.1253366,-0.5683044,0.1962,0.62667805,-4.7045,-0.3799,-0.81815004,0.6186945,0.13610572,1.4200001,-2.8414,1.2156589,0.3415858,0.8745851,0.84029716,-1.1391335,1.4616783,0.15431371,0.22636206,-0.853,0.39494997,0.052993625,-0.16122702,0.037364185,-0.70432025,0.111067414,1.1032472,-0.057600006,0.5881962,-0.9150395,0.06681493,-0.3166493,0.7089794,0.82915,0.71433306,0.093542695,0.97823286,-0.81417936,-0.70290333,-0.17899999,0.7748,0.19473912,-0.8419667,-1.7043998,-0.5271806,2.4595392,0.26208857,1.4136922,0.731,-0.46122408,0.52428555,0.123385906,-0.9723997,-0.634778,0.64305,-1.8933384,0.40909517,0.1850897,-1.6918001,-2.3688335,-2.04997,0.50925,-0.66617167,-0.7533403,-0.58895004,1.10715,-1.8731893,-0.46524635,0.90405,-1.6407045,-0.79254085,-0.37620002,-2.2482169,-3.913109,-0.019800007,-0.20227125,-3.3032653,-1.0781,0.22703335,1.212106,0.004958462,-0.12860832,0.2716206,-0.96140003,0.35790002,1.40675,-0.7618858,-0.17130199,-0.75275,-0.021499068,0.56021726,-0.5082346,-0.14556365,-0.13365,-0.1220027,-0.56632525,0.27325475,-3.2010143,0.52804136,-0.18061087,0.3475,-0.86608994,-0.03455648,0.61033654,-0.12674245,-0.21266897,-1.1631,-0.85069996,0.13515,-0.80674666,-0.6671908,-0.47445813,0.865487,-0.869006,-0.18367057,0.1826815,3.5833502,0.29661697,-0.28698125,0.009966806,1.6492608,-0.045949996,0.69969773,-1.1144831,-1.6617829,-1.2730885,-1.0261536,0.8332332,-0.6655714,-0.07306787,-0.17664793,-1.34298,0.014566265,0.45375,-1.1463001,-0.33299807,-1.9851263,0.061086148,-1.5790946,-0.78155077,-0.16235492,0.7507187,-1.1846895,1.2267017,0.08757478,-0.44271946,-0.036554366,-0.0908177,0.21778014,0.35673892,-0.2655,-1.28575,-1.1056501,0.31310785,1.3762909,-0.44720906,-0.62338674,-0.90091014,0.62657964,0.04032892
LSM6,-0.46363348,-1.8082584,0.37132198,0.8605778,0.63380945,0.22114715,0.19405,-4.855606,1.06435,-0.041353375,-2.0139,-6.0187454,-1.0014975,0.08486833,-1.8026,-3.75365,0.79245,0.2448914,0.115279645,-2.4606,-0.04815294,0.6733489,1.1824484,1.2572501,0.33833894,0.62815547,-0.16718236,-3.1018753,1.6193371,-1.1742144,-0.0993956,-3.1543,-1.0039365,0.9449698,1.0080409,-0.4037424,-0.651834,0.0664714,-2.1707299,0.5377427,-1.2101974,-4.440553,0.4569093,-0.49262998,0.3989994,-5.70245,2.9736001,-0.3448,-3.5693498,-3.01435,-1.8340499,-0.0022747219,-3.362427,0.1057,-0.86395,-0.5431264,-0.07875411,-6.7908864,0.75365,0.6482,0.5439858,-0.59431887,0.31343666,0.72855,0.02903375,0.9324,-9.557911,-0.5461417,-6.4417,-0.5371773,-3.37847,-0.10284972,-2.2638032,-0.058032762,0.3006,-1.2852415,-0.79295033,-2.274206,-4.4028378,-1.9498551,-0.44621933,-0.4406365,0.15544969,-0.4790644,-0.7327771,1.1667869,-2.00755,0.41231543,-4.63555,-5.97355,-0.15785,-2.4823387,0.45428708,-1.26775,-4.7574,-5.055331,1.1829902,-6.311775,0.029641911,-0.50291586,-0.051758427,-2.6991992,-0.6835588,-0.3355,-1.64835,-0.27643976,-0.4822044,1.3317806,-1.0433375,-0.7216965,-0.62819874,-0.2778,-3.3250287,-1.5144633,-0.28961393,-1.3718734,0.25332588,-0.2837,0.25085497,-1.1527869,-4.404361,-2.5004025,0.15493014,-5.39305,-0.57895,-0.26692915,-1.8829805,-3.3367188,-1.1231436,-7.858611,-0.20353165,-0.09602202,0.42464998,-0.7882064,0.11379957,0.34803244,-4.6634874,-0.19706434,0.13235,-4.572939,-0.82321566,0.59567374,0.0076000094,-2.5587893,-2.2111619,-3.45825,0.17121002,-4.1687193,-0.10259999,0.84905005,-2.6884913,-0.23197833,-3.0882,-3.967557,-2.512258,-4.4650497,-2.5946064,-3.0671172,0.67925,0.6072325,-2.0119903,0.12405,0.47332424,0.4591949,0.94746846,-1.1629634,-0.8818346,-1.56515,0.7755,0.26485,-0.12096144,0.43427762,1.29785,-0.3821164,-0.00011232495,-2.471826,0.65181696,-0.50845003,0.13939224,0.2678385,-1.0798448,-6.4154286,0.51615024,-0.14764556,-0.5376,-0.8616096,-3.414856,-1.1120453,-0.1420318,-0.023956321,0.5083,-3.8697,0.2081,-0.44328326,-0.015989691,-0.047564942,-0.044670872,0.38651428,-0.657275,-0.12721172,-7.4681,0.35532576,-0.020558529,-1.6259575,0.53685766,-0.118999995,0.25869298,0.20224768,-3.8787503,-0.052961126,-0.20112953,0.64506006,-1.7855828,0.26414797,-3.5221872,-0.5983449,-0.6495143,-4.2749,-3.0439,1.968838,-0.22983909,-0.0016000494,-1.5609565,-0.37274778,-0.5153016,0.2669024,0.25509387,0.18185177,0.57293093,-0.4717125,-2.2761943,0.37319377,-1.3663728,0.11011332,-1.1208,-2.4032001,-1.4621,-0.9893074,0.12509072,-0.08318241,-7.725523,-0.53665555,-1.6103238,-0.03253579
TOR1A,-0.5908564,-0.43323123,-0.37771246,0.74160266,-0.24767819,0.8584076,0.8851,3.9234796,-0.47335002,-0.5494468,0.05219996,-4.1149497,1.6031516,0.07491416,-0.5672,-10.0,0.8313,0.7191544,-0.14409398,-2.437,0.7504678,-0.07678755,0.565704,-0.55630004,0.06467231,0.16624168,0.9632751,1.8313694,-0.2689101,1.859302,-0.12292378,-2.6338499,0.2575035,-0.6326154,-0.5771974,-0.5483288,-1.0072237,0.35993242,-6.748234,0.2875794,-0.5932619,-1.4870545,0.27665773,0.1685997,0.1300115,-0.25814998,-0.99829996,-0.3735,-4.8694,-1.4488499,0.038749993,-1.2567545,1.2361785,-0.4532,-4.99245,0.53520256,-0.6970851,1.355072,-0.32584998,-3.10705,-1.3485084,0.15996312,0.11574033,1.06005,-0.8090671,0.6255,-0.19989386,-0.14384313,0.5608999,1.0088307,0.50893766,0.86066115,-2.4952438,-0.27856183,-0.96175003,-0.73945373,0.8752011,6.72047,-3.2151408,-0.20266795,0.2689879,0.16259992,-0.20395364,0.45810372,-3.7443335,-0.728994,-3.17165,-1.2445127,10.0,0.73539996,-0.19575,0.86676735,-5.9800606,1.5106001,2.92785,2.9163222,-0.92077196,-9.254946,-0.10679099,-2.5804157,0.44557753,1.0911291,0.007666275,0.69185,-1.6169499,0.7345864,1.5340949,0.5132601,-0.36585623,-0.1075073,1.1117085,-0.09045,-1.9595615,1.7747995,0.72784626,0.5388185,-0.051152438,0.69044995,0.590792,0.6362847,0.24462235,1.2329525,0.9494404,-2.90285,-4.3935,0.33992204,-0.075663075,0.68943566,-4.0866475,7.6887665,-1.0232244,-0.46997246,-0.88025,-0.06951755,0.13595748,0.43343225,0.35317123,-2.8315809,-0.5384,0.26631084,-2.3533647,-1.1099265,-0.73434997,-0.422929,2.4279082,-1.7527001,-0.022567317,-1.5890267,0.9256,0.9041,4.102482,-0.5168741,-0.20064999,-1.7783101,0.96100545,-0.8248,2.5432591,0.8719539,0.74135,0.22359999,0.10188569,-1.09635,0.60240084,0.9265479,-0.6315237,1.2183841,-3.6799512,0.7108,0.19905001,1.12475,0.21999088,-0.5016701,-0.4095,0.065772444,-0.29849783,0.0062257275,-0.06074267,0.13915002,-0.75998986,0.73662865,-0.12646678,-2.1766627,-0.25896394,0.10296617,-0.05885,-0.28296807,2.1308231,2.7780519,-0.29422623,-0.6499923,-1.24965,-1.8468001,0.08219999,0.80073935,0.098813795,0.24046043,-0.5492235,-0.104406424,0.3117833,0.16401714,8.54435,-0.2017284,-0.33406147,-5.02251,-4.1030803,-4.10845,-0.14673795,0.7886274,0.7849591,-3.2194207,-0.6649846,0.9882309,-2.8163233,-0.2014268,-4.7511396,0.42312443,-4.8440013,1.1388,-0.06245,1.6873938,-0.59214693,0.24651383,0.5983995,-4.0208097,0.5932607,-0.15310039,-0.6974688,0.489273,-0.24964926,-1.9045535,0.38207704,-0.33337006,-0.2481444,0.3256941,-0.94205,0.16729999,-0.00040000305,0.5637234,-7.645935,-4.651636,-0.34619763,0.20353429,-0.7393659,0.7609104
SESN1,0.069621496,-0.11683348,-0.87483644,0.12486175,0.35314786,-0.9901397,-1.1080999,1.5244561,0.5253,1.2040856,-2.88875,-0.53048754,0.73516273,-0.8519399,-1.3964,-5.91935,-3.6007,-1.0605667,-0.04137221,-0.86884993,-1.3867015,0.70370483,-1.0311557,-0.51479995,0.64379865,-0.003629148,-0.010852337,0.060097575,0.6436853,-4.7046204,-1.1887746,-2.5696502,-1.2481201,-0.03982182,0.6364588,-0.53552884,-1.020395,-1.5931782,-1.434425,-0.32707423,-0.13530284,0.25863343,0.021564,-0.7438608,-0.020345777,-3.4906497,0.86235,-1.8272998,-0.71879995,0.037199996,0.1503,0.3014641,-1.135684,-3.091,0.39855,-0.8933197,0.18293224,1.1822402,-2.63275,0.4998,0.23448683,0.5520892,-0.58877665,-0.98920006,-0.5765053,-1.79435,-1.6220956,-0.87570614,1.44805,-1.2551458,-1.6415874,-0.60170555,-0.46223813,-0.07559702,0.16935001,-0.69956994,-1.1681546,-0.6639626,-1.0537969,0.1018282,-1.4085994,-0.2689216,0.49137536,-0.24211511,-0.5961967,-1.3706461,-1.3043,-1.9123969,-0.682,-1.8040501,0.08825,-0.6638056,-1.4129164,3.2181,-0.70325,0.36063573,0.3402899,-1.4933304,0.01192005,1.410801,-1.1955423,0.5600282,-0.26639077,0.15015,-3.263,-0.0872744,0.13074334,0.01588998,-1.6202505,-1.0185387,-1.2577647,0.29654998,0.3487928,-0.7551756,-0.5021842,-0.330117,-0.3070333,-1.4942,-0.42294958,-0.08037293,-1.9467177,-1.5857604,0.51496154,-4.6566496,1.1664,-1.4064476,0.12282358,-0.93709207,-0.4110042,2.5023363,-0.12305586,-2.6518002,-0.72415,-0.3765747,-0.28321725,-0.47144324,-0.09050814,0.13202298,0.05124998,0.15059006,-0.80000114,0.34659758,-0.1697,-0.19572622,-1.3385084,-0.89320004,1.1484272,0.20734647,0.29305,0.10340001,-0.6615349,-1.2123742,-1.5971,-1.7063758,-2.5621247,-1.23395,-1.0338024,-0.48384142,-0.91344994,0.38722387,-0.49513674,-1.4397501,0.54353106,1.0814446,-1.4911098,-1.5419973,-1.3098125,-1.9713501,-0.77099997,-2.1295,-0.077875435,0.53052014,-0.62855005,-0.973106,-0.328945,-2.017653,0.47326338,-0.40485,-0.33107245,-0.64812386,-0.19518487,-2.5706697,0.2859612,0.51306355,0.0748,-0.53346443,-3.256443,0.5868898,0.539354,-0.79902977,-1.4044499,-0.27969998,-0.7555,-0.6646598,-0.43600532,-0.6975394,-0.46414497,-1.7988402,0.7919893,-0.41264164,-1.96285,-0.5516679,0.39506078,0.36690992,-1.1535646,-0.79455,-1.329178,-0.9538342,-0.75173277,-1.6916335,0.2208625,0.0581975,-0.23803246,-1.0834248,-0.55793077,-1.3651934,-1.4015378,0.6279,-2.15445,-0.97603416,0.7661716,0.8618946,-0.32967067,-0.7544788,-0.11194277,-0.2547143,0.5124271,-2.139309,-0.044620164,-0.49967867,-1.23418,-0.27206314,-1.1721717,-0.602041,0.15904999,-0.8783001,0.50374997,0.4866495,-1.0874212,-0.4265601,0.29649484,-0.23486376,-1.4639571,-0.7519692
TXLNA,0.08388519,-0.59798294,0.6548742,0.93295425,0.5419633,-0.99981713,-0.2589,1.6077523,-0.77365005,0.17946878,0.009599999,-2.8314626,-0.24019742,-0.053617038,1.2134,0.67620003,-0.67550004,-0.75074315,0.514169,1.5014501,-0.44133303,0.7922952,-0.39660934,-0.5075,-0.31226113,0.11280004,-1.4243937,-1.7474337,1.7337288,-0.7269499,-0.36856568,-2.3208,-0.6010352,-0.5056693,0.33461875,0.9841258,-0.1992929,0.7610277,-0.914549,0.16717012,0.07269549,-0.40832478,-0.4625091,0.9018708,0.5412402,0.15834999,-0.71545005,-0.7959,0.21240002,-0.712,0.18485,0.4449317,-0.67657626,-0.5076,-0.3378,0.45562804,-0.81407857,0.9387103,0.88295,0.0952,-0.19877285,1.4570127,0.13899873,-0.64210004,1.0353572,0.054699987,-1.0825686,0.1445139,-0.006850004,-0.8199774,-0.017185166,-0.28920662,-0.008019354,-0.49019423,-0.17784998,1.7271919,-0.3023988,-4.5805354,-3.0707498,0.23251207,-0.97564375,0.042891204,0.11085927,-0.39789256,-1.4151847,1.3990369,0.2709,1.1906892,-9.00605,-1.4879501,-0.90075,-0.43011805,0.22751361,1.9421,-5.16675,1.6014142,0.4394999,-0.2864684,1.4104397,0.19261102,0.6991595,-1.5547743,-0.54611003,0.2554,0.2985,-0.17100877,0.48222074,0.76232576,0.27724856,0.37824965,-0.45431176,0.43835002,-0.39692715,-1.5464762,-0.27760252,0.74775106,-0.41334552,-0.74395,0.3267948,-1.1116638,-1.3287698,-1.4697224,0.6238411,-2.92505,-0.4211,-0.96011114,-0.68002653,-1.2293911,0.13939318,2.9167438,1.1324191,0.08996263,0.35415,0.035165906,0.9415546,0.41061985,-0.79088926,-1.2921045,0.39685,-0.8201838,-0.40994707,1.4281228,-0.65489995,-1.0921335,-6.9043417,1.01245,-1.1487796,0.4619572,-0.69035,0.72669995,-4.323717,-0.23097631,-0.88234997,-1.0075365,-0.5744497,-1.07775,-3.8055255,-2.5689297,0.70055,-0.27997917,-3.828066,-0.192,1.0467291,0.30531606,0.07839427,0.14358972,1.4237735,-0.60615,0.32639998,-0.6766,-0.2782997,0.85724735,-0.19739997,0.19970939,-0.33023563,-0.7602095,-0.29851466,-0.0723,0.80926615,0.13095096,-0.5950769,-3.0635777,0.00013414025,-0.2348132,0.30165,0.11770834,-0.45603675,-0.5023054,1.2203627,-0.54908806,0.073850006,-2.83915,1.0252,-0.0038172305,0.09600043,-0.33572304,0.9546938,-0.50173795,0.19543579,0.08385197,5.91175,0.07766113,0.39554197,1.0469148,-0.09751597,-1.19725,-0.31739002,-0.5332591,-0.2411778,0.5864006,-2.180921,0.104652286,0.5547861,-0.6038582,0.6535299,-1.39505,-0.5593379,-1.86945,-0.8012,-0.3365084,0.97793144,-0.75318694,-0.6127746,-0.099947244,-0.16550234,-0.27851745,-0.21899816,-0.007045217,0.7119538,-0.18478656,-1.9107546,0.5648763,-0.0007620603,0.3971685,-0.62795,-0.9749,-1.77755,-1.618227,-0.10120734,-4.889071e-05,-1.7248353,-0.3438173,0.5908997,0.49320978
